,character,line,episode number
43003,ELAINE, yeah ,76
43004,JERRY, it's battle conditions ,76
43005,ELAINE," yeah, well I just hope I run into her again ok, cause I will never forget that flinty voice, it is tattooed in my brain if I hear it, watch out So listen what happened with Jane last night? ",76
43006,JERRY, oh.. Jane she uh.. she uh.. ,76
43007,ELAINE, the four of us are going out Saturday right? That should be fun ,76
43008,JERRY, yeah that should be real fun ,76
43009,ELAINE," you know what, it's getting late, can I call Tony? ",76
43010,JERRY, yeah ,76
43011,ELAINE, Andre? ,76
43012,KRAMER,  what about the driver? we could get an accident ,76
43013,KRAMER, oh that wouldn't be very good ,76
43014,JERRY,"  hey Andre, get the hell off the phone! ",76
43015,ELAINE," what, what is going on? what.. who is Andre? ",76
43016,JERRY," Kramer's Andre, he's fooling around with these 976 numbers  hey I told you, I don't want you doing that on my phone ",76
43017,KRAMER," Jerry, I'm telling you, this phone sex thing is hilarious, like this woman Erika, here look . You gotta call her, the voice she uses.. ",76
43018,JERRY, hey you know it's weird because that voice sounded a little familiar to me ,76
43019,KRAMER," hey, you're hungry? Monk's? ",76
43020,JERRY, no I gotta go downtown ,76
43021,ELAINE," oh wait, you're giving me a lift home right? ",76
43022,JERRY, yeah ,76
43023,ELAINE," so listen, what happened last night with Jane? ",76
43024,JERRY," oh uh nothing, she just.. choked on a jujube ",76
43025,ELAINE," you know I hate to tell you this, but it's time to defrost that freezer ",76
43026,JERRY," I know, I just can't bring myself to do it meanwhile that freezer keeps getting smaller and smaller   oh, don't wanna keep Tony waiting ",76
43027,ELAINE, hey you got a problem with Tony? ,76
43028,JERRY, hunky.. Tony.. hey hey hey  ,76
43029,ELAINE," ok, Jerry, I would be going out with him no matter what he looked like ",76
43030,JERRY, of course you would ,76
43031,ELAINE," oh yeah, oh.. like you're one to talk ",76
43032,JERRY, Elaine ,76
43033,ELAINE, what? ,76
43034,JERRY, different for a man ,76
43035,ELAINE, uh? ,76
43036,JERRY, we're expected to be superficial ,76
43037,ELAINE, I'm not being superficial ,76
43038,JERRY," Elaine, he's a.. he's a male bimbo, he's a mimbo ",76
43039,ELAINE," he's not a mimbo, he's an exciting, charismatic man he just happened to have a perfect face ",76
43040,JERRY, and that's why you're going out with him ,76
43041,ELAINE, no it is not ,76
43042,JERRY," you know, I think George has a non-sexual crush on him ",76
43043,ELAINE, I think he does too ,76
43044,JERRY," I mean, every time I see him, it's Tony this, Tony that. George is like a school girl around him ",76
43045,TONY," so I said uh.. ""hey dude, you better step off"" ",76
43046,GEORGE," ""step off""? ",76
43047,TONY, yeah ,76
43048,GEORGE," you said ""step off""? wow, that is too much hey..huh hey  Tony, I huh, I just had this brainstorm for us. Can you guess what it is? ",76
43049,TONY, no ,76
43050,GEORGE, bowling! what do you say bowling? bowling's insane! bowling is crazy time ,76
43051,TONY, bowling? I don't think so George you get no rush from bowling ,76
43052,GEORGE," rush? you want a rush? drop a ball on your toe my friend, talk about a rush, you'll be throbbing, you'll see visions ",76
43053,TONY," no no no no, I'm thinking.. rock-climbing ",76
43054,GEORGE," all right! rock-climbing! J..just the 2 of us? alright! hey I'll make some sandwiches, what what do you like? tuna? peanut butter? ",76
43055,TONY, what.. whatever ,76
43056,GEORGE," alright alright, I gotta buy some bread ",76
43057,TONY," yeah yeah, you know I'm definitely down for some rock-climbing ",76
43058,GEORGE," me too, I am down, I am totally down, mark me down ",76
43059,TONY," cool, so what do you say we climb a rock mañana? ",76
43060,GEORGE," uh.. mañana? huh mañana might.. huh mañana might be a problem, I'm supposed to have huh a boil lanced mañana. Huh you know I think they charge me if I cancel with only one mañana's notice ",76
43061,TONY, hey Kramer ,76
43062,KRAMER, hey ,76
43063,TONY," hey, hey Kramer my man, what are you doing mañana? ",76
43064,KRAMER, mañana I'm doing nada ,76
43065,TONY, what do you say you scale some rock with me and George? ,76
43066,GEORGE, uh Tony? there's not gonna be too many sandwiches ,76
43067,TONY, c'mon Kramer what do you say? ,76
43068,GEORGE, huh Kramer it's huh.. gonna be pretty dangerous up there ,76
43069,KRAMER," Na, I am down ",76
43070,TONY," yes.. alright buddy, take it easy Kramer you down to it George? what's wrong? ",76
43071,GEORGE," Oh no, I am down! ",76
43072,ELAINE, rock climbing? hehe.. where do you come off going rock climbing.. rock climbing? you need a boost to climb into your bed  ,76
43073,GEORGE, alright alright ,76
43074,JERRY, yeah yeah what is it with you and Tony? what are you? it's like his sidekick now? ,76
43075,GEORGE, yeah that's right. I like it. He's such a cool guy ,76
43076,JERRY," cool guy? what are you, in 8th grade? ",76
43077,GEORGE," he's the first cool guy I've ever been friends with in my whole life. You know.. it's a different world when you're with a cool guy, he's not afraid of anybody. You should hear the way he talks to waitresses.. he gets free pie! ",76
43078,KRAMER, hey ,76
43079,GEORGE, hey nice move today ,76
43080,KRAMER, what? ,76
43081,GEORGE, horning on my rock climbing trip. It's just supposed to be me and Tony ,76
43082,KRAMER, he asked me ,76
43083,GEORGE, you put him on the spot ,76
43084,KRAMER, you know I think you are in love with him ,76
43085,GEORGE, what?.. that's ridiculous! ,76
43086,KRAMER," no no no, I don't think so. You love him ",76
43087,GEORGE, you better be careful on those rocks tomorrow buddy. And you're not getting any sandwiches either ,76
43088,JERRY, you're making sandwiches? ,76
43089,KRAMER, hello ,76
43090,GEORGE, well I don't know if there's gonna be any place to eat up there ,76
43091,KRAMER, who? ,76
43092,GEORGE," Hey Elaine, does Tony like peanut butter? ",76
43093,ELAINE, hates it ,76
43094,GEORGE, good thing I asked ,76
43095,JERRY, who is it? ,76
43096,KRAMER, well she says Jane ,76
43097,JERRY," yeah, so? ",76
43098,KRAMER," well that voice, it's very familiar.. throaty, almost flinty ",76
43099,JERRY, did you say flinty? ,76
43100,KRAMER," yeah yeah,  flinty ",76
43101,KRAMER,  yodel lay hee hoo! yodel lay hee hoo! hello!  ,76
43102,ECHO, hello ,76
43103,KRAMER," hey George, hear that? ",76
43104,GEORGE," please please I don't want to die up here. please, stop moving that's all I'm asking.. Kramer!! ",76
43105,KRAMER," let go, hey grab the rock ",76
43106,GEORGE, what rock? ,76
43107,KRAMER, the rock ,76
43108,GEORGE, uh oh.. ,76
43109,KRAMER, you gotta relax.. try the yodel  yodel lay hee hoo ,76
43110,GEORGE,  yodel lay hee hoo.. ,76
43111,KRAMER,  yodel lay hee hoo ,76
43112,GEORGE,  yodel lay hee hoo.. ,76
43113,TONY,  George! Kramer! ,76
43114,KRAMER, yeah! ,76
43115,TONY," take the rope, thread it through the carabiniere and knot it, and I'll climb up to where you are ",76
43116,KRAMER, alright.. George you got it?  ,76
43117,GEORGE, yeah ,76
43118,TONY," hey George, you got anything to eat dude? ",76
43119,GEORGE,  yeah I got some sandwiches.. I got tuna.. and salmon salad Tony because I know you don't like peanut butter ,76
43120,KRAMER, what? ,76
43121,TONY, dude aah....... ,76
43122,JERRY, oh look at that I got oil all over me. Can I have your napkin? ,76
43123,JANE, what? ,76
43124,JERRY, you napkin I'm dripping ,76
43125,JANE, well where is your napkin? ,76
43126,JERRY, I used it up ,76
43127,JANE," well I need mine  oh god loot at the time, I gotta get to work ",76
43128,JERRY, you know I'd like to hear about this job of yours ,76
43129,JANE," I told you already it's very boring you know I think I got a little too much garlic, can I have a piece of gum ",76
43130,JERRY, you're fine  ,76
43131,JANE, oh how does this thing work? ,76
43132,JERRY, just press it ,76
43133,ELAINE, it's Elaine ,76
43134,JANE, oh come on up ,76
43135,JERRY,  who was it? ,76
43136,JANE, it's Elaine ,76
43137,JERRY, oh..huh.. is she coming up? ,76
43138,JANE, yeah ,76
43139,JERRY, oh.. uh.. you know your breath is a little garlicky you better take some gum. ,76
43140,JANE, ok ,76
43141,JERRY," Yeah have a couple of pieces, weak, weak gum yeah ",76
43142,JANE, hmm ,76
43143,JERRY," have some more, take some for the road. ",76
43144,JANE, isn't it too much? ,76
43145,JERRY, trust me.. nah it's good ,76
43146,JANE, smell? ,76
43147,JERRY," yeah stinks, terrible ",76
43148,JERRY, hi Elaine ,76
43149,ELAINE, hi ,76
43150,JERRY, this is Jane Elaine ,76
43151,ELAINE," hi, nice to meet you finally ",76
43152,JANE, it's so nice to meet you  I look forward to Saturday night ,76
43153,ELAINE, yeah me too ,76
43154,JANE, ok so I'll see you Saturday night ,76
43155,JERRY, Saturday night  ,76
43156,ELAINE, what is with the gum? ,76
43157,JERRY," I know it's a big problem.. she puts like four pieces in her mouth, it's ridiculous, I don't think we're gonna be able to get together on Saturday night ",76
43158,ELAINE, because of the gum ,76
43159,JERRY," well it's too much, it's embarrassing ",76
43160,ELAINE, why does she have to chew so many? ,76
43161,JERRY," she's one of these people, always have to be different ",76
43162,GEORGE," she's there, I can hear her ",76
43163,KRAMER," alright, who's gonna tell her ",76
43164,GEORGE, huh you tell her ,76
43165,KRAMER, it was your fault ,76
43166,GEORGE," if you hadn't come, this whole thing wouldn't have happen  ",76
43167,JERRY, well ,76
43168,ELAINE, hey ,76
43169,GEORGE, what are you doing here? ,76
43170,ELAINE, did you have fun ,76
43171,KRAMER, for a little while ,76
43172,ELAINE, where's Tony? ,76
43173,GEORGE, oh.. ,76
43174,KRAMER, uh.. ,76
43175,GEORGE, Kramer was supposed to tie a knot ,76
43176,KRAMER," whoa whoa ginga, you were supposed to tie the knot ",76
43177,ELAINE, did something happened? ,76
43178,GEORGE," Well, Tony.. took a bit of a tumble ",76
43179,ELAINE," his face, did something happen to his face? ",76
43180,KRAMER, well it all depends on what you mean by.. happen ,76
43181,GEORGE, he..he's alive ,76
43182,KRAMER, yeah ,76
43183,ELAINE," what happened to his face, tell me, what happened to his face ",76
43184,GEORGE," Well you see he slipped, and he landed on a kinda of a.. ",76
43185,KRAMER, rock ,76
43186,GEORGE, yeah.. the ambulance got there very quickly ,76
43187,KRAMER, it was a big rock ,76
43188,GEORGE, we rode along all the way to the hospital ,76
43189,KRAMER, yeah I sang 99 bottles of beer on the wall ,76
43190,JERRY," well aside from that from that, how did he like the sandwiches? ",76
43191,ELAINE," so huh, what did the doctors say? ",76
43192,TONY, they said huh.. they said I'm coming along  ,76
43193,ELAINE, but what else did they say ,76
43194,TONY," well, they said huh Tony, try to keep it clean ",76
43195,ELAINE," right yeah.. no I mean did they get into stuff like a.. long jagged scars or.. gross deformities, major skin grafts, stuff like that ",76
43196,TONY," I really don't remember, I was kinda out of it for the 1st couple of days, I was on a lot of medication, it was kinda like haze, it was pretty cool ",76
43197,ELAINE," huh  but huh, in this medicated haze, in this woozy state, um do you recall the words.. radical reconstructive surgery being uttered? ",76
43198,TONY," I don't know, I don't know ",76
43199,ELAINE," think Tony, think ",76
43200,TONY," I'm drawing a blank, babe ",76
43201,ELAINE, Excuse me.,76
43202,GEORGE, Hi Elaine,76
43203,ELAINE, this isn't a very good time George ,76
43204,GEORGE, I just wanted to talk to Tony for a minute  ,76
43205,TONY," step off George, I don't wanna see you ",76
43206,GEORGE," me? ""step off"" ",76
43207,ELAINE," yeah, Tony says you better step off George ",76
43208,GEORGE," but..why, it wasn't my fault, I .. you asked me a sandwich, I .. I make such delicious sandwiches Elaine ",76
43209,TONY, just beat it dude! ,76
43210,GEORGE," here Elaine here, Superman  please, next time it will only be the two of us ",76
43211,TONY, there won't be any next time George ,76
43212,GEORGE, oh Tony don't ,76
43213,ELAINE," ok step off George, can u just step off? ",76
43214,GEORGE, I I just.. but.. ,76
43215,ELAINE, Bye bye  oh..  George wait wait ,76
43216,GEORGE, yes? ,76
43217,ELAINE, would you throw this trash out  ,76
43218,JERRY," I've been waiting a while for this. You know it's a shame Tony got all banged up, we're not gonna be able to get together on Saturday night ",76
43219,JANE," Oh that is too bad, what a shame ",76
43220,JERRY," yeah, it's a damn shame, a damn shame! ",76
43221,JANE, well maybe he's feeling better ,76
43222,JERRY," yeah without a doubt, I'm down  oh hey how're you doing? Jane this is my neighbor Kramer ",76
43223,KRAMER, hey ,76
43224,JANE, hello Kramer  ,76
43225,KRAMER, well hello Jane ,76
43226,JANE," Jerry told me so much about you, I feel like I know you intimately ",76
43227,KRAMER,"  oh I don't think so, no we never met, I never talked to you before on the phone, alright I'll see you later buddy ",76
43228,JERRY," wait, where are you going? where are you going? ",76
43229,KRAMER," uptown, to the Y ",76
43230,JANE," oh I'm going uptown too, you wanna split a cab? ",76
43231,KRAMER, what about the driver? ,76
43232,JANE, what are you talking about? ,76
43233,JERRY," alright I changed my mind, uh yeah I don't think I'm not gonna go now ",76
43234,JANE," well ok I'll see you later, ",76
43235,JERRY, Ok.,76
43236,JANE, nice meeting you ,76
43237,JERRY,See ya.  what's with you? ,76
43238,KRAMER, that's her ,76
43239,JERRY, who? ,76
43240,KRAMER," Erika, she's Erika ",76
43241,JERRY," oh you think she's Erika, the phone sex woman ",76
43242,KRAMER," Jerry, that voice is tattooed on my brain, I'm telling you it's her ",76
43243,JERRY, oh you're crazy ,76
43244,KRAMER, Am I? Or am I so sane that you just blew your mind? ,76
43245,JERRY, It's impossible ,76
43246,KRAMER, iIs it? Or is it so possible your heard is spinning like a top? ,76
43247,JERRY, it can't be ,76
43248,KRAMER, Can't it? Or is your entire world just crashing down all around you? ,76
43249,JERRY, alright that's enough ,76
43250,KRAMER, yeaaaaah! ,76
43251,ELAINE, he's supposed to get the bandages off on Sunday.. what if? ,76
43252,JERRY, what? ,76
43253,ELAINE, you know  ,76
43254,JERRY, oh you're afraid he might look like Zippy the pinhead ,76
43255,ELAINE," yeah I mean, I mean what is my obligation here, you know we were just dating, it was probably gonna be over in a couple of weeks anyway ",76
43256,JERRY, oh I though you didn't care about his looks ,76
43257,ELAINE, I lied ,76
43258,JERRY, aha ,76
43259,ELAINE," are you kidding, he's a mimbo I know that.. but he's my mimbo, you know and even if he is a hideous freak maybe, maybe I can learn to love him, maybe in some final irony , I'll learn what love really is. You know Jerry ",76
43260,JERRY, oh I'm sorry I didn't get most of that.. isn't that Kramer over there? ,76
43261,ELAINE," yeah, yeah ",76
43262,JERRY, hey Kramer ,76
43263,KRAMER, what? hey  it's all set ,76
43264,JERRY, what's all set? ,76
43265,KRAMER," Erika is gonna meet me here, now we're gonna find out the truth ",76
43266,JERRY, how's you get her to meet here? ,76
43267,KRAMER," I don't know, we have a certain chemistry ",76
43268,JERRY, oh my god ,76
43269,JANE, hi I thought I'd find you here ,76
43270,JERRY, hello.. Erika ,76
43271,JANE, Erika? what are you talking about? ,76
43272,JERRY, how can u say things like that over the phone? ,76
43273,JANE, what things? What are you talking about? ,76
43274,JERRY, selling sexual pleasure over the phone? ,76
43275,JANE, I sell paper goods you jerk ,76
43276,JERRY, paper goods? ,76
43277,ELAINE," excuse me, do you have a tissue? ",76
43278,JANE," No, I'm sorry, I can't spare it, there's not enough to spare ",76
43279,JANE, Where's the ladies' room  ,76
43280,ELAINE, I have to go to the bathroom too  ,76
43281,JANE, oh damn ,76
43282,ELAINE, something.. wrong? ,76
43283,JANE," yeah there's no toilet paper in here, I usually check but would you mind? ",76
43284,ELAINE," I can't, I don't have it, I don't have a square to spare, I can't spare a square ",76
43285,JANE," Hey, wait a minute, I know you ",76
43286,ELAINE," that's right honey, and I know you! ",76
43287,JANE," no, no, no!!! ",76
43288,ELAINE," here, take it ",76
43289,JERRY, thanks,76
43290,JANE,  don't call me anymore ,76
43291,JANE,  you either ,76
43292,JERRY," Now of the course the thing is Extreme sports. Bungie jumping. To me if Bungie jumping is a sport so is being a crash test dummy. Just leaning does not make it a sport. It's like a Wiley Coyote idea isn't it? The thing I wonder about the sky diving is why do they even bother with the helmets? Can you almost make it? Why don't they just wear a party hat? What's the difference? You jump out of a plane from twenty thousand feet in the air the chute doesn't open I got news for you, the helmet is now wearing you for protection. Later on the helmet's talking to the other helmets going ""boy it's a good thing he was there or I would have hit the ground directly."" ",76
43293,JERRY,"It is my opinion that we never should have landed a man on the moon. It's a mistake. Now everything is compared to that one accomplishment. Now every body goes “I can't believe they could land a man on the moon . . . and taste my coffee!” I think we all would have been a lot happier if we hadn't landed a man on the moon. Then we'd go, They can't make a prescription bottle top that's easy to open? I'm not surprised they couldn't land a man on the moon. Things make perfect sense to me now. Neil Armstrong should have said, ""That's one small step for man, one giant leap for every whining, complaining, SOB on the face of the earth.""",77
43294,ELAINE," Hey, do you believe I got Happy New Yeared today? It's February.",77
43295,JERRY, I once got Happy New Yeared in March.,77
43296,ELAINE, It's disgusting.,77
43297,JERRY," It's pathetic. . . . hey, is it cold out?",77
43298,ELAINE, Really cold.,77
43299,JERRY, Scary cold.,77
43300,ELAINE, I don't know. What's your definition of scary cold?,77
43301,JERRY, That. ,77
43302,ELAINE,"  What is that, ha?",77
43303,GEORGE, What?,77
43304,JERRY, When did you get that?,77
43305,GEORGE, This week. My father got a deal from a friend of his. It's Gore-Tex. You know about Gore-Tex?,77
43306,JERRY," You like saying Gore-Tex, don't you?",77
43307,ELAINE," Hey, you can't even turn around in that thing.",77
43308,JERRY, Look at this,77
43309,ELAINE," Hey George, can you feel this? Can you ...",77
43310,GEORGE," All right, all right. KNOCK IT OFF. Come on, let's go.",77
43311,ELAINE, Oh listen we should stop off on the way and get a bottle of wine or something.,77
43312,JERRY, Yeah. ,77
43313,GEORGE, What for?,77
43314,ELAINE, These people invited us for dinner. We have to bring something.,77
43315,GEORGE, Why?,77
43316,ELAINE," Because it's rude, otherwise.",77
43317,GEORGE," You mean just going there because I'm invited, that's rude?",77
43318,ELAINE, Yes.,77
43319,GEORGE," So you're telling me instead of them being happy to see me, they're going to be upset because I didn't bring anything. Ttst --You see what I'm saying?",77
43320,JERRY, The fabric of society is very complex George.,77
43321,GEORGE, I don't even drink wine. I drink Pepsi.,77
43322,ELAINE, Ya can't bring Pepsi. ,77
43323,GEORGE, Why not?,77
43324,ELAINE, Because we're adults?,77
43325,GEORGE," You telling me that wine is better than Pepsi? Huh , no way wine is better than Pepsi.",77
43326,JERRY," I tell you George, I don't think we want to walk in there and put a big plastic jug of Pepsi in the middle of the table.",77
43327,GEORGE, I just don't like the idea that any time there’s a dinner invitation there's this annoying little chore that goes along with it.,77
43328,JERRY," You know, you're getting to be an annoying little chore yourself.",77
43329,KRAMER," All right, let's go. Who's driving? ",77
43330,JERRY, You are. I can't get that thing in my car. ,77
43331,KRAMER, Uh huh.,77
43332,JERRY," Where's the heat in this car? Come on Elaine warm me up, oh! I'm cold. Just give me a little squeeze.",77
43333,ELAINE," Jerry get off of me. Get off of ME! Get off, Get off of Me!",77
43334,GEORGE, Hehehehehe ,77
43335,JERRY," You're pretty comfortable up there eh, Bubble boy?",77
43336,GEORGE," Oh, yeah. You wish you had this coat.",77
43337,ELAINE," You know, I was just thinking. The four of us can't show up with just one bottle of wine.",77
43338,GEORGE," Oh, here we go...",77
43339,ELAINE, What?,77
43340,GEORGE, Why don't we get them a couch?  We’ll rent a U-haul -- we’ll bring ‘em a nice sectional.,77
43341,KRAMER, Yeahhehehehe,77
43342,ELAINE, We should bring some cake. Will you stop off at the bakery?,77
43343,KRAMER,"  All right, yeah.",77
43344,GEORGE, Why don't you just get some Ring Dings from the liquor store?,77
43345,ELAINE, Ring Dings?,77
43346,GEORGE," Hey, Ring Dings are better than anything you're gonna get at a bakery.",77
43347,KRAMER, Ooooh I like Ring Dings.,77
43348,ELAINE," George, we can't show up at someone's house with Ring Dings and Pepsi.",77
43349,KRAMER, HEY YOUR LIGHTS ARE ON! ,77
43350,GEORGE,"  It's a funeral procession. . . .  And I got news for you. I show up with Ring Dings and Pepsi, I become the biggest hit of the party. People be coming up to me, ""just between you and me I'm really excited about the Ring Dings and the Pepsi. What are we, Europeans with the Beaujolais and Chardonnay . . .",77
43351,ELAINE," Oh, Kramer, that’s the bakery. Stop here. Stop here.",77
43352,KRAMER,  All right.,77
43353,ELAINE," Okay, let me out. You, eh, whatever your name is…",77
43354,JERRY, Jerry.,77
43355,ELAINE," Yeah, Jerry, Jerry -- come with me.",77
43356,KRAMER," Okay, so we're going to get the wine and we'll pick you up here in ten minutes.",77
43357,ELAINE, Yeah.,77
43358,KRAMER, All right,77
43359,ELAINE," Ummm, I love the smell of bakeries.",77
43360,JERRY," Mmm. Oh look Elaine, the black and white cookie.",77
43361,ELAINE, Mmm.,77
43362,JERRY, I love the black and white. Two races of flavor living side by side in harmony. It's a wonderful thing isn't it?,77
43363,ELAINE, You know I often wonder what you'll be like when you're senile.,77
43364,JERRY, I'm looking forward to it.,77
43365,ELAINE, Yeah. I think it will be a very smooth transition for you.,77
43366,JERRY," Thank you. All right, look at all this stuff. What are we getting'?",77
43367,ELAINE, CHOCOLATE BABKA! That's their specialty.,77
43368,JERRY, Love that babka.,77
43369,ELAINE," Yeah, yeah!",77
43370,JERRY," So listen Elaine, when we get up to the door, you , you hold the cake box.",77
43371,ELAINE, Why?,77
43372,JERRY," I don't know, just standing there with a box, holding it by the little string.",77
43373,ELAINE, You think it's effeminate?,77
43374,JERRY, It's a tad dainty.,77
43375,ELAINE," Oh, we forgot to pick a number.",77
43376,JERRY," Oh, see that's not fair. We-We were here ahead of all these people.",77
43377,ELAINE, I-cu-di-ge--You think I should go and ask her for hers?,77
43378,JERRY," Ah, no, forget it.",77
43379,ELAINE," No, no no no, no it's not fair. Just because they have a ticket doesn't mean they were here first. We were here, and we were ahead of them, and them, and her. Come on let's just go ask ‘em. Come on. . . . Excuse me.",77
43380,KRAMER,"  Well, I'm not finding a spot here. What do you want to do?",77
43381,GEORGE," Ah, Just double park.",77
43382,KRAMER," No, no.",77
43383,GEORGE, Why not?,77
43384,KRAMER," I'll get a ticket! Besides, what if somebody wants to get out of here?",77
43385,GEORGE," Are you kidding? People get spaces this good, they never give ‘em up.",77
43386,KRAMER, That's a fallacy.,77
43387,GEORGE," All right, I'll tell you what... why don't you go into the store and I'll wait in the car?",77
43388,KRAMER, Why don't YOU go into the store and I'LL wait in the car?,77
43389,GEORGE," Because, I've got the coat. I can sit in the car and not get cold.",77
43390,KRAMER, So what I'm going to leave the car running and the heat 'll be on.,77
43391,GEORGE, Does the heater even work in this car?,77
43392,KRAMER, No.,77
43393,GEORGE," Oh, Hey, eh, there's a spot right in front of the liquor store. You see",77
43394,KRAMER, I see.,77
43395,GEORGE," You see, hu, ho ho.",77
43396,ELAINE, But we were here ahead of you.,77
43397,BARBARA, How do I know that?,77
43398,JERRY, Well we saw you come in.,77
43399,DAVID," Well, that's easy for you to say.",77
43400,ELAINE," Oh, yeah, right, that's something I do all the time, right. I make up stories to get ahead in lines at bakeries.",77
43401,CLERK, 46?,77
43402,ELAINE," Wait, wait a second are, are you Barbara Benedict?",77
43403,BARBARA, Yes.,77
43404,ELAINE," Oh my god. I, I know you. I-I’m, I'm Elaine Benes. Do you remember we met at Linda van Grak's baby shower.",77
43405,BARBARA, I'm on my way over there right now.,77
43406,ELAINE, Yeah me too.,77
43407,DAVID, You're Jerry right?,77
43408,JERRY, David!,77
43409,ELAINE," Well, this is a little awkward, isn't it?",77
43410,BARBARA, Yes it is.,77
43411,ELAINE," You know we were here, ahead of you.",77
43412,BARBARA, You're NOT getting my number.,77
43413,JERRY, Oh so you still don't believe us.,77
43414,CLERK, 47!,77
43415,BARBARA, That’s Us.,77
43416,ELAINE," Ohhh, OK, fine, fine, go ahead. But listen let me tell you something as soon as I get there I'm going to tell everyone what a jerk you are.",77
43417,BARBARA," Well, I'll be there ahead of you and I'LL be telling them what a jerk YOU are. . . .  I'll have the chocolate babka.",77
43418,CLERK, You're lucky Mrs. Benedict it's our last one.,77
43419,GEORGE," Alright, what are we getting? It's hot in here!",77
43420,KRAMER," Ooo, What do you say we get a Mouton Cadet?",77
43421,GEORGE, What's that?,77
43422,KRAMER," Well its a Bordeaux. Robust, bold, very dry. As opposed to a Beaujolais -- which is richer and fruitier. Ahh, here's one. Twelve dollars.",77
43423,GEORGE, Twelve dollars? I knew we should have gone to the bakery. I guarantee you they’re not getting no twelve dollar cake.,77
43424,KRAMER," All right look, I am going to have to pay you back later. I don't have my wallet.",77
43425,GEORGE, . . . Why not?,77
43426,KRAMER, Because I don't like to carry my wallet. My Osteopath says that it's bad for my spine. It throws my hips off kilter. ,77
43427,GEORGE," ""throws your hips off kilter"" So where's your money? ",77
43428,KRAMER, I never take it.,77
43429,GEORGE, So what do you do?,77
43430,KRAMER," Oh, I get by.",77
43431,BARBARA, See you later ,77
43432,JERRY, That's the last babka. They got the last babka.,77
43433,ELAINE, I know. They're going in first with the last babka.,77
43434,JERRY, That was our babka.,77
43435,ELAINE, You can't beat a babka.,77
43436,JERRY, We had that babka.,77
43437,ELAINE,  They're going to be heroes.,77
43438,JERRY, Well what are we going to do now. If we can't get the babka the whole thing's useless.,77
43439,ELAINE, Well how about a carrot cake?,77
43440,JERRY, Carrot cake? Now w-why is that a cake? You don't make carrots into a cake. I'm sorry.,77
43441,ELAINE, Black Forrest?,77
43442,JERRY," Black Forrest? Too scary. You're in the Forrest, oohh.",77
43443,JERRY, How about a Napoleon?,77
43444,ELAINE, Napoleon? Who's he to have a cake? He was a ruthless war monger. Might as well get Mengele.,77
43445,JERRY, That was our babka. We had that babka!,77
43446,ELAINE, What's this one?,77
43447,CLERK," That, Cinnamon Babka.",77
43448,ELAINE, ,77
43449,JERRY, Another babka?,77
43450,CLERK, There's chocolate and there's cinnamon.,77
43451,JERRY, Well-well we got to get the cinnamon.,77
43452,ELAINE," No, but they got the chocolate. We'll be going in with lesser babka.",77
43453,JERRY," I beg your pardon? Cinnamon takes a back seat to no babka. People love cinnamon. It should be on tables in restaurants along with salt and pepper. Anytime anyone says, ""Oh This is so good. What's in it?"" The answer invariably comes back, Cinnamon. Cinnamon. Again and again. Lesser babka - I think not.",77
43454,CLERK, 49?,77
43455,ELAINE, I'll have a cinnamon babka.,77
43456,JERRY," … and a black and white cookie, for me. Peace!",77
43457,CLERK, That’ll be 13.05,77
43458,GEORGE, All right here you go.,77
43459,KRAMER, Yeuu.,77
43460,CLERK, A hundred? I can't change that.,77
43461,GEORGE," You can't - huhu, All right let's go.",77
43462,KRAMER, Wait a second. I can get change.,77
43463,KRAMER," Hey, anybody got change for a hundred?",77
43464,GEORGE, Are you crazy?! What are you doing?! You'll get us killed!,77
43465,KRAMER, What?,77
43466,GEORGE, Don't go shouting we got a hundred dollar bill. People will be jumping out of windows on top of us.,77
43467,KRAMER," Alright, Let's go but something. Then we'll get some change.",77
43468,GEORGE, I am not buying something just to get change.,77
43469,KRAMER," George, there's a news stand right over there. Now come on.",77
43470,GEORGE," All right, what are we doing?",77
43471,KRAMER, Just get some gum or something.,77
43472,GEORGE, Pack of gum. Here you go. ,77
43473,CLERK, What is it a hundred? I can't change a hundred.,77
43474,GEORGE, Why not?,77
43475,CLERK, You got to buy more than that.,77
43476,KRAMER," Here, get a newspaper. ",77
43477,GEORGE, Newspaper.,77
43478,CLERK, Not enough.,77
43479,KRAMER, Clark Bar. ,77
43480,GEORGE, Clark Bar.,77
43481,CLERK, Keep going.,77
43482,GEORGE, We’re up to two dollars here.,77
43483,KRAMER," Here, George, get a Penthouse Forum.",77
43484,GEORGE, I'm not getting a Penthouse Forum.,77
43485,KRAMER," Why? No, that’ll make great dinner party conversation. We'll read the letters at the dinner table.",77
43486,GEORGE," Oh, that's nice.",77
43487,KRAMER," Come on, did you ever read one of these?",77
43488,GEORGE, It's not real. They're all made up.,77
43489,KRAMER," Ohh, it's real.",77
43490,GEORGE," Well you know there is an unusual number of people in this country having sex with AMPUTEES!  . . . Penthouse forum, newspaper, gum, Clark Bar.",77
43491,CLERK, 6.75.,77
43492,GEORGE," Ah, great. All right, with the wine I'm in over twenty dollars now.",77
43493,KRAMER," All right, all right.",77
43494,GEORGE," Yes, I’m Sorry, it's a new coat. It-it's Gore-Tex.",77
43495,KRAMER, You better be careful with that thing... You'll start a war.,77
